# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE303396|spatial|Arabidopsis thaliana|4|GSE303396_drmy1_barcodes.tsv.gz(11MB), GSE303396_drmy1_features.tsv.gz(210KB), GSE303396_drmy1_matrix.mtx.gz(829MB), GSE303396_WT_barcodes.tsv.gz(11MB), GSE303396_WT_features.tsv.gz(210KB), GSE303396_WT_matrix.mtx.gz(773MB)|development,plant_biology|Brassinosteroids mediate proper coordination of sepal elongation|Arabidopsis sepals must grow coordinated robust fashion consistent size shape close protect developing flower bud understand occurs use loss robustness mutant development related myb-like1 drmy1|
GSE229175|spatial|Ciona intestinalis|4|GSE229175_RAW.tar(26MB)|neuroscience,gut_intestine|Visium spatial transcriptomics of the neural complex of Ciona intestinalis type A|investigate gene expression conducted tissue sections|
GSE214004|spatial|Mus musculus|2|GSE214004_RAW.tar(208MB)|development,reproduction|Spatial transcriptome analysis of mouse placenta in different developmental time points|vital reproductive organ required sustainable growth protection nourishment fetus gestation performs many crucial include removal waste products facilitation oxygen supply nutrients etc Advances next|
GSE280373|spatial|Mus musculus|28|GSE280373_Cryo_CM_batch1_multiplex_feature.txt.gz(242B), GSE280373_Cryo_CM_batch2_multiplex_feature.txt.gz(205B), GSE280373_Cryo_NM_Day1_batch1_multiplex_feature.txt.gz(216B), GSE280373_Cryo_NM_Day1_batch2_multiplex_feature.txt.gz(214B), GSE280373_Cryo_NM_Day28_multiplex_feature.txt.gz(211B), GSE280373_Cryo_NM_Day3_multiplex_feature.txt.gz(209B), GSE280373_Cryo_NM_Day56_multiplex_feature.txt.gz(210B), GSE280373_Cryo_NM_Day7_multiplex_feature.txt.gz(208B), GSE280373_expdata_all_timepoints_LAD_Cryo_Sham.rds(494MB), GSE280373_LAD_CM_multiplex_feature.txt.gz(240B), GSE280373_LAD_NM_Day7_multiplex_feature.txt.gz(210B), GSE280373_LAD_sh_NM_Day1_multiplex_feature.txt.gz(228B), GSE280373_LAD_sh_NM_Day28_multiplex_feature.txt.gz(233B), GSE280373_LAD_sh_NM_Day3_multiplex_feature.txt.gz(228B), GSE280373_LAD_sh_NM_Day56_multiplex_feature.txt.gz(231B), GSE280373_mdata_cells_timepoints_annotations_final.rds(540KB)|immunology,cardiovascular,fibrosis_wound,skin|Spatiotemporal dynamics of the cardioimmune niche during lesion repair [scRNA-seq]|Important Note files appear become corrupted upload currently replacing them take few working days meantime you need access count matrix metadata please email shing-fung chan uni-wuerzburg apologize|
GSE278158|spatial|Mus musculus|6|GSE278158_counts.txt.gz(4MB)|neuroscience,aging,gene_regulation,signal_transduction|A protective role of SRC-1 against aging associated cognitive decline|dementia Alzheimer Disease elusive RNA sequencing RNA-Seq loss steroid receptor coactivator-1 leads alterations gene expression signatures commonly neurodegenerative diseases Consistent previous|
GSE307852|spatial|Mus musculus|11|GSE307852_BAT_NormalizedCountsHeatmap_CreVsCtrl.xlsx(210KB), GSE307852_LIVER_NormalizedCountsHeatmap_CREvsCtrl.xlsx(215KB)|neuroscience,metabolism,infectious_disease,cell_stress,liver|Disruption of Pre-Bötzinger Complex neuropeptidergic tonality controls fear and metabolic response|Stress profoundly impacts systemic metabolism central circuits linking responses peripheral regulation poorly defined identify preBötzinger preBötC brainstem breathing rhythm generator key|
GSE307655|spatial|Homo sapiens|5|GSE307655_RAW.tar(531MB)|cancer,cell_stress|Single cell RNA sequencing of patient-derived origanoids of prostate cancer reveals specific markers for prostatic ductal adenocarcinoma|10x Genomics platform PDO established advanced patients PDOs classified different clusters according phenotypes Among five KBO159 PDA expressed unique molecular signatures considered potential novel|
GSE307504|spatial|Homo sapiens|6|GSE307504_RAW.tar(72MB), GSE307504_Scar_Integration_0427_seurat_annotated.tar.gz(6.8GB)|cancer,development,fibrosis_wound,skin,cell_stress|Single-cell and spatial transcriptomic atlas of pathological scars uncovers neuro-fibroblast crosstalk mechanisms across scar types|hypertrophic keloids arise excessive production deposition connective tissue collagen wound healing posing clinical challenges Understanding cellular molecular dynamics critical developing effective|
GSE307587|spatial|Homo sapiens|20|GSE307587_RAW.tar(3.1GB)|neuroscience,cell_stress|Spatiomolecular mapping reveals anatomical organization of heterogeneous cell types in the human nucleus accumbens [snRNA-seq]|NAc key component mesolimbic dopamine system critically regulates many behaviors related reward motivation implicated several neuropsychiatric disorders major depressive disorder schizophrenia|
GSE227417|spatial|Mus musculus|3|GSE227417_RAW.tar(430MB)|cancer,immunology,crispr_gene_editing,rna_biology|Decoding Trp53 regulatory program with knockout cell transcriptomic landscape analyses [stRNA-seq]|decades researchers devoted great efforts studying tumor suppressor gene understanding regulation never reached either organism-scale single-cell resolution spatial confirm KO-induced initiation|
GSE244650|spatial|Mus musculus|13|GSE244650_RAW.tar(1.2GB), GSE244650_ST.merged.count.txt.gz(71MB), GSE244650_ST.metadata.txt.gz(230KB), GSE244650_V10F04-071.gpr.gz(187KB), GSE244650_V10F04-072.gpr.gz(187KB), GSE244650_V10F04-073.gpr.gz(187KB), GSE244650_V10F24-018.gpr.gz(187KB)|cardiovascular,hematopoiesis,drug_response,cell_stress,signal_transduction|Targeting lysozyme 2 in endocardium promotes rapid recovery by modulating remote injury signals|Intrinsic molecular strategy organ level stimuli elusive Identifying potential systemic adaptations theoretically fascinating therapeutically promising integrative single-cell spatial transcriptomic|
GSE267163|spatial|Mus musculus|14|GSE267163_raw_counts.xlsx(4MB)|development,gut_intestine,rna_biology|Systematic discovery of subcellular RNA patterns in the gut epithelium|localization crucial spatio-temporal control protein synthesis underlies key processes development homeostasis disease epithelial cells localize asymmetrically along apico-basal axis ignore most|
GSE297790|spatial|Homo sapiens|18|GSE297790_Raw_count_table.csv.gz(3MB)|development,skeletal_muscle,cell_stress|Temporal transcriptomics of human 3D neuromuscular cultures reveal key signatures of neuromuscular junction development|principal organization mammalian junctions NMJs shares essential features across species hNMJs exhibit distinct structural physiological properties While recent advances stem cell-based systems|
GSE296731|spatial|Homo sapiens|10|GSE296731_RAW.tar(1.7GB)|neuroscience,signal_transduction|Spatio-molecular gene expression reflects dorsal anterior cingulate cortex structure and function in the human brain [snRNA-seq]|dACC plays key reward pathway connected drug addiction substance abuse psychiatric disorders Specific cell types breakdown populations relative positions unknown Uniquely agranular laminar due lack|
GSE305724|spatial|Dugesia japonica|2|GSE305724_RAW.tar(70MB)|development,epigenetics,fibrosis_wound,gene_regulation|Multi-omics analyses reveal DjTcf4 critical for proper timing of differentiation in planarian regeneration [scRNA_head]|blastema key forming complete tissues regenerating Dugesia japonica dynamic changes cellular compositions transcription landscapes understudied genome reannotation spatial transcriptome construction|
GSE305722|spatial|Dugesia japonica|2|GSE305722_RAW.tar(101MB)|development,epigenetics,fibrosis_wound,gene_regulation|Multi-omics analyses reveal DjTcf4 critical for proper timing of differentiation in planarian regeneration [scRNA-DjTcf4]|blastema key forming complete tissues regenerating Dugesia japonica dynamic changes cellular compositions transcription landscapes understudied genome reannotation spatial transcriptome construction|
GSE305721|spatial|Dugesia japonica|15|GSE305721_Gene_expression.txt.gz(662KB)|development,epigenetics,fibrosis_wound,gene_regulation|Multi-omics analyses reveal DjTcf4 critical for proper timing of differentiation in planarian regeneration [mRNA_DjTcf4]|blastema key forming complete tissues regenerating Dugesia japonica dynamic changes cellular compositions transcription landscapes understudied genome reannotation spatial transcriptome construction|
GSE274580|spatial|Mus musculus|14|GSE274580_AgedBulkRNA-seqRaw_counts.csv.gz(981KB), GSE274580_AgedBulkRNA-seqVSTnormalised_counts.csv.gz(3MB)|cancer,neuroscience,cell_stress|Spatially profiling the molecular effects of repetitive transcranial magnetic stimulation in aged rodent brains. [bulkRNA]|rTMS widely adopted non-invasive tool alternative treatment neurological disorders affected regions beyond site varies different protocols use combination RNA-sequencing transcriptomics map changes|
GSE318565|spatial|Mus musculus|12|GSE318565_RAW.tar(1.2GB)|neuroscience,development|Single-cell, clonal and spatial atlases of neural plate border and neurogenic placodes illuminate their specification and evolution.|specialized ectodermal thickenings generate key sensory structures vertebrate head dataset mouse integrating RNA-sequencing transcriptomics high-resolution tracing define lineage architecture|
GSE326312|spatial|Homo sapiens|20|GSE326312_RAW.tar(1.6GB)|cancer,immunology,development,fibrosis_wound,kidney,lung_respiratory,skeletal_muscle,hematopoiesis|Development and first-in-human CAR T therapy targeting the pathognomonic MiT-fusion driven protein GPNMB|solid tumors constrained scarcity safe uniformly expressed cell-surface targets identify fusion-driven highly homogeneously stably primary relapsed translocation-positive alveolar soft part sarcoma|
GSE325772|spatial|Homo sapiens|16|GSE325772_RAW.tar(1.5GB)|cancer,immunology,development,fibrosis_wound,kidney,lung_respiratory,skeletal_muscle,hematopoiesis|CAR T therapy against the MiTF-driven protein GPNMB [Multiome-Seq]|solid tumors constrained scarcity safe uniformly expressed cell-surface targets identify fusion-driven highly homogeneously stably primary relapsed translocation-positive alveolar soft part sarcoma|multiomics
GSE325620|spatial|Danio rerio|14|GSE325620_RAW.tar(1.5GB)|neuroscience,development,epigenetics,aging,cell_stress,eye_vision|Comparative single-cell multiomic analysis reveals evolutionarily conserved and species-specific cellular mechanisms mediating natural retinal aging [Zebrafish_multiome RNA]|Biological age major risk factor development common degenerative diseases age-related macular degeneration glaucoma systematically characterize molecular integrated ATAC-Seq analyses pigment|
GSE325478|spatial|Mus musculus|18|GSE325478_RAW.tar(1.9GB)|neuroscience,development,epigenetics,aging,cell_stress,eye_vision|Comparative single-cell multiomic analysis reveals evolutionarily conserved and species-specific cellular mechanisms mediating natural retinal aging [Mouse_multiome_scRNA]|Biological age major risk factor development common degenerative diseases age-related macular degeneration glaucoma systematically characterize molecular integrated ATAC-Seq analyses pigment|
GSE283385|spatial|Homo sapiens|14|GSE283385_RAW.tar(1.5GB)|cancer,development,kidney,lung_respiratory,skeletal_muscle,hematopoiesis|CAR T therapy against the MiTF-driven protein GPNMB|solid tumors limited lack safe uniformly expressed cell-surface targets identify highly homogeneously stably primary relapsed translocation-positive alveolar soft part sarcoma ASPS renal cell|
GSE295641|spatial|Homo sapiens|2|GSE295641_RAW.tar(75MB)|cancer,development|Multimodal profiling of oral squamous cell carcinoma identifies genomic alterations and expression programs associated with betel quid chewing|profound risk OSCC Southeast Asia decipher contributory abnormalities transcriptional reprogramming malignancies conducted multi-omics survey exome sequencing tumor-normal pairs alone integrated|
GSE325798|spatial|Mus musculus|4|GSE325798_RAW.tar(158MB)|neuroscience|Circuit Organization and Transcriptomic Heterogeneity of Sympathetic Circuits Innervating Cranial Structures [scRNA-seq]|superior cervical ganglion SCG innervates multiple effector organs within tissues elicits responses pupil dilation piloerection vasoconstriction inhibition salivation Coordinated activation targets|
GSE324977|spatial|Homo sapiens|53|GSE324977_Raw_counts.txt.gz(2MB)|cancer,immunology,infectious_disease|Pathogenesis of Diffuse Large B-cell Lymphoma Proteogenotypes|clinical molecular heterogeneity DLBCL incompletely understood integrating proteomic transcriptomic genomic 478 tumors identify seven PGs reflecting specific pathophysiological features spanning|
GSE299387|spatial|Monodelphis domestica|2|GSE299387_RAW.tar(326MB)|neuroscience,reproduction,cell_stress,eye_vision|Comparative transcriptomics reveals emergent cortical architecture and plasticity at the metatherian-eutherian split [snRNA-Seq]|neocortex supports mammalian cognition conserved columnar variation organization columns across deep divergences directly single-nucleus sequencing spatial compare primary visual cortex marsupial|
GSE296276|spatial|Mus musculus|12|GSE296276_Normalized_counts.csv.gz(1MB)|immunology,development,infectious_disease,reproduction,cell_stress|Distinct tissue niches contribute to prostate TRM cell differentiation and heterogeneity [RNA-seq]|Tissue-resident memory CD8 cells directly kill infected activate local immunity limit reinfection exocrine organ barrier male reproductive system site malignancy unique cues environment unexplored|
