# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE323314|single-nucleus|Mus musculus|12|GSE323314_ENCFF057CAK_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(50MB), GSE323314_ENCFF068TEA_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(16MB), GSE323314_ENCFF408VDK_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(15MB), GSE323314_ENCFF576JOF_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(46MB), GSE323314_RAW.tar(172MB)|kidney|snRNA-seq from adrenal gland (ENCSR998YMP)|Illumina short-read B6/Cast P14 female normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323313|single-nucleus|Mus musculus|2|GSE323313_RAW.tar(22MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR983TAK)|Illumina short-read B6/Cast P25 male normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323312|single-nucleus|Mus musculus|2|GSE323312_RAW.tar(12MB)|kidney|snRNA-seq from adrenal gland (ENCSR982GYD)|Illumina short-read B6/Cast P18-20mo male normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323310|single-nucleus|Mus musculus|2|GSE323310_RAW.tar(18MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR979MRY)|Illumina short-read B6/Cast P10 male ont_match usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323309|single-nucleus|Mus musculus|2|GSE323309_RAW.tar(19MB)|cardiovascular|snRNA-seq from heart (ENCSR975YAQ)|Illumina short-read B6/Cast P10 male normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323308|single-nucleus|Mus musculus|2|GSE323308_RAW.tar(10MB)||snRNA-seq from gastrocnemius (ENCSR974ODT)|Illumina short-read B6/Cast P18-20mo female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323307|single-nucleus|Mus musculus|2|GSE323307_RAW.tar(24MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR973WCI)|Illumina short-read B6/Cast P14 female ont_match usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323306|single-nucleus|Mus musculus|10|GSE323306_ENCFF042QUO_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(28MB), GSE323306_ENCFF054BHB_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(17MB), GSE323306_ENCFF113SST_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(30MB), GSE323306_ENCFF789OIJ_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(18MB), GSE323306_RAW.tar(123MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR967YET)|Illumina short-read B6/Cast P36 female normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323305|single-nucleus|Mus musculus|4|GSE323305_ENCFF042TGQ_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(4MB), GSE323305_ENCFF116YUF_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(5MB), GSE323305_ENCFF833TIA_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(4MB), GSE323305_ENCFF989ADB_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(5MB), GSE323305_RAW.tar(26MB)||snRNA-seq from gastrocnemius (ENCSR966QJD)|Illumina short-read B6/Cast P36 female normal 15k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323304|single-nucleus|Mus musculus|2|GSE323304_RAW.tar(23MB)|neuroscience|snRNA-seq from left cerebral cortex (ENCSR964OQW)|Illumina short-read B6/Cast P25 female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323301|single-nucleus|Mus musculus|2|GSE323301_RAW.tar(10MB)||snRNA-seq from gastrocnemius (ENCSR961HBK)|Illumina short-read B6/Cast P36 female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323300|single-nucleus|Mus musculus|2|GSE323300_RAW.tar(18MB)|kidney|snRNA-seq from adrenal gland (ENCSR950SIX)|Illumina short-read B6/Cast P2mo female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323298|single-nucleus|Mus musculus|12|GSE323298_ENCFF230OVI_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(42MB), GSE323298_ENCFF426HCO_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(58MB), GSE323298_ENCFF907FTL_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(54MB), GSE323298_ENCFF933MIS_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(39MB), GSE323298_RAW.tar(243MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR944KUB)|Illumina short-read 5xFAD/Cast P8mo female 8mo 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323284|single-nucleus|Mus musculus|12|GSE323284_ENCFF096NWO_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(15MB), GSE323284_ENCFF517ASS_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(15MB), GSE323284_ENCFF587MQP_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(14MB), GSE323284_ENCFF997NOK_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(15MB), GSE323284_RAW.tar(88MB)|kidney|snRNA-seq from adrenal gland (ENCSR943REW)|Illumina short-read 5xFAD/Cast P8mo male 8mo 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323275|single-nucleus|Mus musculus|10|GSE323275_ENCFF260MAQ_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(24MB), GSE323275_ENCFF312GCM_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(25MB), GSE323275_ENCFF419KEB_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(24MB), GSE323275_ENCFF829FQH_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(25MB), GSE323275_RAW.tar(130MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR940VCU)|Illumina short-read B6/Cast P36 male normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323266|single-nucleus|Mus musculus|8|GSE323266_ENCFF452IFR_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(17MB), GSE323266_ENCFF617TCP_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(23MB), GSE323266_ENCFF680TKQ_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(21MB), GSE323266_ENCFF898USW_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(16MB), GSE323266_RAW.tar(103MB)|cardiovascular|snRNA-seq from heart (ENCSR938YKJ)|Illumina short-read B6/Cast P14 female normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323255|single-nucleus|Mus musculus|10|GSE323255_ENCFF042ALT_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(19MB), GSE323255_ENCFF141NPN_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(16MB), GSE323255_ENCFF373HDG_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(15MB), GSE323255_ENCFF682KRR_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(18MB), GSE323255_RAW.tar(99MB)||snRNA-seq from gastrocnemius (ENCSR930FUM)|Illumina short-read B6/Cast male normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323243|single-nucleus|Mus musculus|2|GSE323243_RAW.tar(12MB)||snRNA-seq from gastrocnemius (ENCSR928UPG)|Illumina short-read B6/Cast female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323238|single-nucleus|Mus musculus|10|GSE323238_ENCFF237QTO_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(10MB), GSE323238_ENCFF451ANZ_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(11MB), GSE323238_ENCFF580BRK_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(10MB), GSE323238_ENCFF670VTF_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(9MB), GSE323238_RAW.tar(63MB)||snRNA-seq from gastrocnemius (ENCSR927BSJ)|Illumina short-read B6/Cast P18-20mo female normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323231|single-nucleus|Mus musculus|2|GSE323231_RAW.tar(29MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR926QCE)|Illumina short-read B6/Cast P36 male ont_match usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323229|single-nucleus|Mus musculus|2|GSE323229_RAW.tar(10MB)||snRNA-seq from gastrocnemius (ENCSR921SBQ)|Illumina short-read B6/Cast P10 female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323227|single-nucleus|Mus musculus|12|GSE323227_ENCFF121PQE_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(31MB), GSE323227_ENCFF241EDT_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(29MB), GSE323227_ENCFF508KMV_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(20MB), GSE323227_ENCFF611NBC_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(22MB), GSE323227_RAW.tar(140MB)|kidney|snRNA-seq from adrenal gland (ENCSR918LWU)|Illumina short-read B6/Cast P8mo female 8mo 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323219|single-nucleus|Mus musculus|2|GSE323219_RAW.tar(10MB)||snRNA-seq from gastrocnemius (ENCSR908PNN)|Illumina short-read B6/Cast P2mo female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323214|single-nucleus|Mus musculus|8|GSE323214_ENCFF320XHV_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(8MB), GSE323214_ENCFF476SBH_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(19MB), GSE323214_ENCFF570HFG_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(18MB), GSE323214_ENCFF870FCD_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(8MB), GSE323214_RAW.tar(74MB)|cardiovascular|snRNA-seq from heart (ENCSR906KCJ)|Illumina short-read B6/Cast P25 female normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323206|single-nucleus|Mus musculus|12|GSE323206_ENCFF078NJM_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(23MB), GSE323206_ENCFF308JJL_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(18MB), GSE323206_ENCFF511NOM_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(25MB), GSE323206_ENCFF552OJO_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(17MB), GSE323206_RAW.tar(119MB)|kidney|snRNA-seq from adrenal gland (ENCSR899EKD)|Illumina short-read B6/Cast P18-20mo female normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323199|single-nucleus|Mus musculus|2|GSE323199_RAW.tar(17MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR888TQC)|Illumina short-read B6/Cast P10 female ont_match usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323196|single-nucleus|Mus musculus|12|GSE323196_ENCFF004XSA_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(31MB), GSE323196_ENCFF297ITN_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(29MB), GSE323196_ENCFF408WJY_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(13MB), GSE323196_ENCFF479ZFZ_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(13MB), GSE323196_RAW.tar(123MB)|neuroscience|snRNA-seq from left cerebral cortex (ENCSR883XZK)|Illumina short-read B6/Cast P18-20mo male normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323186|single-nucleus|Mus musculus|2|GSE323186_RAW.tar(23MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR869HKZ)|Illumina short-read B6/Cast P36 female ont_match usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323184|single-nucleus|Mus musculus|2|GSE323184_RAW.tar(19MB)|cardiovascular|snRNA-seq from heart (ENCSR868XSG)|Illumina short-read B6/Cast P10 female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323182|single-nucleus|Mus musculus|8|GSE323182_ENCFF231IBF_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(12MB), GSE323182_ENCFF235DTC_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(9MB), GSE323182_ENCFF789KOS_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(12MB), GSE323182_ENCFF957UBN_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(9MB), GSE323182_RAW.tar(62MB)|cardiovascular|snRNA-seq from heart (ENCSR860LQG)|Illumina short-read B6/Cast P36 male normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323178|single-nucleus|Mus musculus|2|GSE323178_RAW.tar(25MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR859XOI)|Illumina short-read B6/Cast P14 female normal usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323177|single-nucleus|Mus musculus|2|GSE323177_RAW.tar(41MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR855URG)|Illumina short-read B6/Cast P8mo male 8mo usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
GSE323174|single-nucleus|Mus musculus|10|GSE323174_ENCFF331WUB_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(16MB), GSE323174_ENCFF512INL_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(16MB), GSE323174_ENCFF587PQL_unfiltered_sparse_gene_count_matrix_of_unique_reads_mm10.tar.gz(16MB), GSE323174_ENCFF942ORW_unfiltered_sparse_gene_count_matrix_of_all_reads_mm10.tar.gz(16MB), GSE323174_RAW.tar(93MB)|neuroscience,signal_transduction|snRNA-seq from layer of hippocampus (ENCSR846QIZ)|Illumina short-read B6/Cast P10 male normal 12k usage terms conditions please refer http www genome gov/27528022 gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14 pdf|
